,Member_number,Date,itemDescription,year,month,day,day_of_week,ItemId,Value,Value Discount,ItensAvail.,Age,Lifetime Cross Sell Itens,GMV Lifetime,Orders,Time since Last Order,Vendors Seen Last 4 Weeks
17519,1416,2015-06-20,othervegetables,2015,6,20,5,2738,"15,00","0,00",12,36,9,123,8,76,16
17520,1919,2015-08-18,soda,2015,8,18,1,9166,"8,00","1,00",13,33,10,248,2,38,11
17521,2069,2015-02-07,fruit/vegetablejuice,2015,2,7,5,5361,"9,00","2,00",15,27,18,102,11,0,10
17522,4509,2015-07-23,bottledwater,2015,7,23,3,1237,"12,00","0,00",7,53,3,26,11,38,14
17523,4864,2015-07-22,rolls/buns,2015,7,22,2,6555,"17,00","1,00",11,35,3,58,11,62,7
17524,1575,2015-04-01,wholemilk,2015,4,1,2,5497,"4,00","2,00",9,41,13,158,14,74,1
17525,2969,2015-09-28,othervegetables,2015,9,28,0,2738,"15,00","0,00",12,36,6,62,13,11,9
17526,4301,2015-12-20,detergent,2015,12,20,6,4155,"8,00","0,00",9,23,8,149,9,66,13
17527,3855,2015-02-12,wholemilk,2015,2,12,3,5497,"4,00","2,00",9,50,13,164,10,50,16
17528,3202,2015-04-16,newspapers,2015,4,16,3,4998,"18,00","0,00",12,48,14,221,16,11,8
17529,2167,2015-03-14,soda,2015,3,14,5,9166,"8,00","1,00",13,39,11,84,18,14,7
17530,4148,2015-07-01,wholemilk,2015,7,1,2,5497,"4,00","2,00",9,45,3,212,18,44,1
17531,2517,2015-01-28,creamcheese,2015,1,28,2,1084,"15,00","0,00",11,26,8,147,23,25,9
17532,2840,2015-03-24,butter,2015,3,24,1,1941,"18,00","1,00",13,53,1,187,5,56,16
17533,1212,2015-06-19,catfood,2015,6,19,4,2117,"15,00","0,00",12,30,8,201,21,39,2
17534,2735,2015-01-06,othervegetables,2015,1,6,1,2738,"15,00","0,00",12,29,5,59,4,22,4
17535,1212,2015-07-31,othervegetables,2015,7,31,4,2738,"15,00","0,00",12,30,8,201,21,39,2
17536,1324,2015-03-26,processedcheese,2015,3,26,3,2959,"14,00","0,00",12,31,9,173,8,16,14
17537,2431,2015-06-29,yogurt,2015,6,29,0,9399,"10,00","1,00",6,31,8,168,19,36,16
17538,4526,2015-08-06,cannedbeer,2015,8,6,3,4344,"3,00","0,00",8,54,3,104,2,18,16
17539,1662,2015-12-06,bottledwater,2015,12,6,6,1237,"12,00","0,00",7,23,3,143,18,36,15
17540,3802,2015-10-15,whipped/sourcream,2015,10,15,3,8554,"12,00","2,00",14,59,6,65,11,69,5
17541,2532,2015-08-01,sugar,2015,8,1,5,2150,"12,00","0,00",12,28,17,121,23,8,12
17542,1316,2015-03-26,frozenvegetables,2015,3,26,3,8312,"17,00","0,00",4,60,13,225,8,29,8
17543,2304,2015-01-07,wholemilk,2015,1,7,2,5497,"4,00","2,00",9,51,11,62,16,31,13
17544,1955,2015-02-13,rolls/buns,2015,2,13,4,6555,"17,00","1,00",11,36,7,60,19,20,9
17545,2243,2015-01-31,soda,2015,1,31,5,9166,"8,00","1,00",13,42,13,31,13,80,6
17546,3859,2015-03-08,curd,2015,3,8,6,1528,"17,00","0,00",5,53,13,176,17,67,13
17547,3156,2015-02-08,berries,2015,2,8,6,168,"18,00","0,00",10,35,9,148,11,75,2
17548,4605,2015-10-23,margarine,2015,10,23,4,5329,"12,00","2,00",6,47,4,33,25,12,13
17549,1864,2015-09-27,wholemilk,2015,9,27,6,5497,"4,00","2,00",9,50,1,187,12,79,7
17550,4102,2015-05-13,soda,2015,5,13,2,9166,"8,00","1,00",13,35,13,23,24,64,16
17551,4835,2015-05-22,rolls/buns,2015,5,22,4,6555,"17,00","1,00",11,56,14,170,7,18,12
17552,1668,2015-03-14,curd,2015,3,14,5,1528,"17,00","0,00",5,61,7,244,12,12,6
17553,3130,2015-02-05,bottledwater,2015,2,5,3,1237,"12,00","0,00",7,46,15,117,7,50,14
17554,1110,2015-11-20,soda,2015,11,20,4,9166,"8,00","1,00",13,55,3,72,8,33,12
17555,2240,2015-07-07,frozenvegetables,2015,7,7,1,8312,"17,00","0,00",4,48,3,170,23,68,2
17556,4647,2015-02-17,hardcheese,2015,2,17,1,2800,"17,00","2,00",7,61,3,95,17,91,2
17557,3872,2015-07-02,frozenvegetables,2015,7,2,3,8312,"17,00","0,00",4,35,11,75,14,40,13
17558,3184,2015-10-24,onions,2015,10,24,5,4002,"17,00","2,00",7,35,18,75,14,54,13
17559,4623,2015-08-07,whipped/sourcream,2015,8,7,4,8554,"12,00","2,00",14,40,18,64,21,29,13
17560,2111,2015-02-25,candles,2015,2,25,2,1978,"11,00","1,00",5,57,15,113,15,85,2
17561,3068,2015-06-19,yogurt,2015,6,19,4,9399,"10,00","1,00",6,58,13,231,14,74,1
17562,4533,2015-05-21,citrusfruit,2015,5,21,3,9978,"12,00","0,00",13,34,9,144,18,22,14
17563,3926,2015-06-30,rolls/buns,2015,6,30,1,6555,"17,00","1,00",11,59,3,226,17,22,8
17564,1605,2015-06-18,citrusfruit,2015,6,18,3,9978,"12,00","0,00",13,42,15,250,17,37,7
17565,4468,2015-06-15,brownbread,2015,6,15,0,198,"7,00","1,00",7,41,17,188,5,88,1
17566,2041,2015-09-24,grapes,2015,9,24,3,7532,"16,00","2,00",11,38,10,161,12,87,3
17567,3835,2015-11-05,bottledwater,2015,11,5,3,1237,"12,00","0,00",7,24,12,116,25,3,1
17568,3601,2015-03-02,yogurt,2015,3,2,0,9399,"10,00","1,00",6,53,5,91,21,11,2
17569,2307,2015-06-29,berries,2015,6,29,0,168,"18,00","0,00",10,52,11,150,4,74,13
17570,1767,2015-04-18,rolls/buns,2015,4,18,5,6555,"17,00","1,00",11,42,18,223,8,57,3
17571,4251,2015-12-21,rootvegetables,2015,12,21,0,7481,"10,00","0,00",15,45,10,120,6,28,2
17572,1365,2015-02-11,frozenvegetables,2015,2,11,2,8312,"17,00","0,00",4,24,12,179,8,80,6
17573,1665,2015-11-04,UHT-milk,2015,11,4,2,5706,"5,00","1,00",12,33,18,57,9,79,1
17574,2447,2015-06-25,yogurt,2015,6,25,3,9399,"10,00","1,00",6,32,13,86,11,12,4
17575,4825,2015-05-09,frozenvegetables,2015,5,9,5,8312,"17,00","0,00",4,31,6,202,14,90,7
17576,4844,2015-02-23,wholemilk,2015,2,23,0,5497,"4,00","2,00",9,32,1,242,1,64,11
17577,3319,2015-03-03,soda,2015,3,3,1,9166,"8,00","1,00",13,37,8,73,19,4,11
17578,2536,2015-07-11,pastry,2015,7,11,5,1952,"12,00","1,00",3,39,9,69,6,0,16
17579,1857,2015-10-08,longlifebakeryproduct,2015,10,8,3,2633,"12,00","1,00",13,52,9,38,16,47,5
17580,4133,2015-07-27,semi-finishedbread,2015,7,27,0,1412,"15,00","0,00",9,56,5,23,19,51,13
17581,2128,2015-06-20,citrusfruit,2015,6,20,5,9978,"12,00","0,00",13,35,4,203,20,78,1
17582,1793,2015-09-24,rolls/buns,2015,9,24,3,6555,"17,00","1,00",11,36,6,166,3,86,14
17583,3445,2015-02-15,beverages,2015,2,15,6,9692,"8,00","1,00",7,34,13,119,12,4,10
17584,2041,2015-07-17,liquor(appetizer),2015,7,17,4,6756,"12,00","1,00",6,38,10,161,12,87,3
17585,1178,2015-03-23,coffee,2015,3,23,0,5541,"8,00","1,00",14,42,15,235,4,44,5
17586,2080,2015-04-21,wholemilk,2015,4,21,1,5497,"4,00","2,00",9,47,9,196,8,42,12
17587,1928,2015-09-17,cannedbeer,2015,9,17,3,4344,"3,00","0,00",8,49,6,61,12,81,11
17588,2884,2015-08-05,creamcheese,2015,8,5,2,1084,"15,00","0,00",11,51,13,176,24,29,16
17589,3532,2015-01-25,pipfruit,2015,1,25,6,4936,"17,00","1,00",11,56,8,136,7,90,10
17590,1892,2015-11-20,honey,2015,11,20,4,1812,"3,00","2,00",15,57,13,190,8,11,1
17591,2880,2015-03-11,onions,2015,3,11,2,4002,"17,00","2,00",7,57,7,179,10,67,5
17592,2033,2015-02-14,meatspreads,2015,2,14,5,5047,"11,00","0,00",15,18,5,235,1,78,6
17593,3176,2015-01-17,citrusfruit,2015,1,17,5,9978,"12,00","0,00",13,34,1,179,19,8,7
17594,3768,2015-01-16,curd,2015,1,16,4,1528,"17,00","0,00",5,48,9,165,22,70,16
17595,3404,2015-07-12,wholemilk,2015,7,12,6,5497,"4,00","2,00",9,58,16,147,9,84,3
17596,3891,2015-11-22,sugar,2015,11,22,6,2150,"12,00","0,00",12,43,14,204,14,86,7
17597,2974,2015-12-26,packagedfruit/vegetables,2015,12,26,5,5634,"14,00","1,00",12,46,7,250,14,3,1
17598,3831,2015-07-03,flour,2015,7,3,4,2309,"17,00","2,00",4,36,15,160,18,11,16
17599,1924,2015-02-03,dessert,2015,2,3,1,4713,"15,00","1,00",14,40,5,217,1,40,10
17600,4182,2015-08-21,chewinggum,2015,8,21,4,6781,"18,00","0,00",15,54,14,16,23,56,9
17601,1811,2015-05-24,bottledwater,2015,5,24,6,1237,"12,00","0,00",7,38,3,52,16,40,10
17602,1283,2015-11-13,frozenvegetables,2015,11,13,4,8312,"17,00","0,00",4,46,18,166,24,23,2
17603,2154,2015-03-15,wholemilk,2015,3,15,6,5497,"4,00","2,00",9,29,2,211,16,83,14
17604,4543,2015-10-23,longlifebakeryproduct,2015,10,23,4,2633,"12,00","1,00",13,49,8,114,3,29,16
17605,4642,2015-03-12,shoppingbags,2015,3,12,3,6796,"3,00","1,00",7,41,18,229,5,9,15
17606,2360,2015-02-18,othervegetables,2015,2,18,2,2738,"15,00","0,00",12,36,16,236,23,48,3
17607,3231,2015-03-31,cocoadrinks,2015,3,31,1,2271,"7,00","0,00",11,28,3,168,21,76,9
17608,1356,2015-08-09,soda,2015,8,9,6,9166,"8,00","1,00",13,41,13,44,21,56,5
17609,4895,2015-10-08,cereals,2015,10,8,3,3276,"11,00","1,00",5,59,4,162,8,4,2
17610,3390,2015-01-12,coffee,2015,1,12,0,5541,"8,00","1,00",14,19,15,201,5,16,11
17611,4495,2015-06-03,waffles,2015,6,3,2,4176,"10,00","2,00",6,45,8,223,19,82,1
17612,1202,2015-04-22,rolls/buns,2015,4,22,2,6555,"17,00","1,00",11,29,2,62,19,58,14
17613,1811,2015-09-23,whitewine,2015,9,23,2,1850,"3,00","0,00",4,38,3,52,16,40,10
17614,4996,2015-02-20,tropicalfruit,2015,2,20,4,1376,"9,00","2,00",15,48,5,69,7,89,14
17615,3291,2015-02-08,semi-finishedbread,2015,2,8,6,1412,"15,00","0,00",9,28,7,56,16,54,3
17616,1878,2015-11-27,wholemilk,2015,11,27,4,5497,"4,00","2,00",9,35,5,62,16,59,3
17617,1483,2015-06-27,liquor(appetizer),2015,6,27,5,6756,"12,00","1,00",6,48,8,80,13,29,6
17618,4683,2015-09-23,rootvegetables,2015,9,23,2,7481,"10,00","0,00",15,37,3,226,16,29,7
17619,4386,2015-08-09,pipfruit,2015,8,9,6,4936,"17,00","1,00",11,59,16,133,7,6,6
17620,4825,2015-11-15,UHT-milk,2015,11,15,6,5706,"5,00","1,00",12,31,6,202,14,90,7
17621,2549,2015-05-13,liquor(appetizer),2015,5,13,2,6756,"12,00","1,00",6,56,3,243,21,33,16
17622,4965,2015-11-10,newspapers,2015,11,10,1,4998,"18,00","0,00",12,34,2,192,21,88,15
17623,3251,2015-10-09,othervegetables,2015,10,9,4,2738,"15,00","0,00",12,32,12,171,25,3,14
17624,4932,2015-11-20,soda,2015,11,20,4,9166,"8,00","1,00",13,54,17,121,9,50,14
17625,3986,2015-07-23,bottledwater,2015,7,23,3,1237,"12,00","0,00",7,40,7,116,15,43,7
17626,1616,2015-01-19,coffee,2015,1,19,0,5541,"8,00","1,00",14,53,8,240,15,50,4
17627,1239,2015-02-07,yogurt,2015,2,7,5,9399,"10,00","1,00",6,25,17,38,23,76,9
17628,4993,2015-09-02,UHT-milk,2015,9,2,2,5706,"5,00","1,00",12,20,2,239,1,83,13
17629,2762,2015-12-18,beef,2015,12,18,4,3178,"7,00","2,00",9,60,5,25,1,77,15
17630,1035,2015-08-09,newspapers,2015,8,9,6,4998,"18,00","0,00",12,48,12,113,16,15,5
17631,4717,2015-05-16,citrusfruit,2015,5,16,5,9978,"12,00","0,00",13,54,3,173,11,29,3
17632,4662,2015-11-17,rolls/buns,2015,11,17,1,6555,"17,00","1,00",11,31,17,45,13,67,8
17633,4267,2015-10-10,bottledbeer,2015,10,10,5,4817,"5,00","0,00",6,24,6,231,18,26,11
17634,3500,2015-01-18,tropicalfruit,2015,1,18,6,1376,"9,00","2,00",15,57,17,206,6,71,7
17635,4866,2015-08-21,cannedbeer,2015,8,21,4,4344,"3,00","0,00",8,48,16,35,14,13,6
17636,2492,2015-06-18,rootvegetables,2015,6,18,3,7481,"10,00","0,00",15,56,10,47,24,35,7
17637,1044,2015-09-02,othervegetables,2015,9,2,2,2738,"15,00","0,00",12,49,18,39,12,53,4
17638,2070,2015-12-19,bottledwater,2015,12,19,5,1237,"12,00","0,00",7,61,17,61,6,80,12
17639,3761,2015-06-08,beverages,2015,6,8,0,9692,"8,00","1,00",7,48,2,162,9,24,6
17640,1145,2015-07-10,rootvegetables,2015,7,10,4,7481,"10,00","0,00",15,27,1,129,13,32,15
17641,3324,2015-06-06,butter,2015,6,6,5,1941,"18,00","1,00",13,29,16,232,8,69,7
17642,4455,2015-12-26,Instantfoodproducts,2015,12,26,5,8704,"6,00","2,00",9,58,14,128,10,4,11
17643,3465,2015-07-30,othervegetables,2015,7,30,3,2738,"15,00","0,00",12,28,2,140,17,70,3
17644,3940,2015-01-16,semi-finishedbread,2015,1,16,4,1412,"15,00","0,00",9,61,14,119,24,34,9
17645,4934,2015-10-31,curd,2015,10,31,5,1528,"17,00","0,00",5,50,16,36,24,48,6
17646,3793,2015-01-22,pastry,2015,1,22,3,1952,"12,00","1,00",3,36,8,92,22,57,9
17647,2956,2015-02-12,bottledwater,2015,2,12,3,1237,"12,00","0,00",7,41,2,59,2,35,3
17648,3662,2015-07-20,rolls/buns,2015,7,20,0,6555,"17,00","1,00",11,48,3,54,23,81,9
17649,3755,2015-04-14,hygienearticles,2015,4,14,1,7796,"17,00","2,00",4,19,17,135,6,35,7
17650,4173,2015-11-05,hamburgermeat,2015,11,5,3,2853,"5,00","2,00",11,59,7,165,25,0,12
17651,3353,2015-06-03,bottledwater,2015,6,3,2,1237,"12,00","0,00",7,19,2,116,24,17,10
17652,2193,2015-03-09,soda,2015,3,9,0,9166,"8,00","1,00",13,39,15,68,11,22,13
17653,2086,2015-02-06,frozenvegetables,2015,2,6,4,8312,"17,00","0,00",4,48,3,238,1,27,14
17654,1570,2015-03-20,whipped/sourcream,2015,3,20,4,8554,"12,00","2,00",14,22,13,221,3,45,13
17655,1233,2015-07-31,wholemilk,2015,7,31,4,5497,"4,00","2,00",9,23,16,189,13,40,15
17656,4647,2015-01-30,fruit/vegetablejuice,2015,1,30,4,5361,"9,00","2,00",15,61,3,95,17,91,2
17657,3178,2015-03-01,yogurt,2015,3,1,6,9399,"10,00","1,00",6,49,1,25,17,79,3
17658,2765,2015-04-09,tropicalfruit,2015,4,9,3,1376,"9,00","2,00",15,20,9,66,10,78,7
17659,4221,2015-04-01,petcare,2015,4,1,2,4506,"8,00","2,00",7,51,18,31,11,33,9
17660,4265,2015-12-12,rootvegetables,2015,12,12,5,7481,"10,00","0,00",15,62,15,48,18,55,2
17661,3532,2015-05-26,butter,2015,5,26,1,1941,"18,00","1,00",13,56,8,136,7,90,10
17662,1967,2015-03-09,onions,2015,3,9,0,4002,"17,00","2,00",7,58,4,152,14,18,3
17663,3474,2015-02-25,berries,2015,2,25,2,168,"18,00","0,00",10,31,17,105,14,89,16
17664,4075,2015-05-01,bottledwater,2015,5,1,4,1237,"12,00","0,00",7,56,4,105,13,2,11
17665,1551,2015-11-05,rum,2015,11,5,3,6198,"3,00","2,00",10,38,17,223,21,61,2
17666,4609,2015-07-11,herbs,2015,7,11,5,8792,"8,00","0,00",4,34,13,67,16,79,2
17667,1975,2015-09-26,rootvegetables,2015,9,26,5,7481,"10,00","0,00",15,25,8,220,23,87,10
17668,4859,2015-09-09,wholemilk,2015,9,9,2,5497,"4,00","2,00",9,23,18,29,13,16,9
17669,1502,2015-10-31,othervegetables,2015,10,31,5,2738,"15,00","0,00",12,50,5,133,13,91,12
17670,1901,2015-04-21,tropicalfruit,2015,4,21,1,1376,"9,00","2,00",15,49,9,179,6,56,4
17671,4487,2015-07-20,onions,2015,7,20,0,4002,"17,00","2,00",7,50,7,34,21,71,12
17672,3364,2015-06-29,saladdressing,2015,6,29,0,6659,"15,00","2,00",12,25,16,20,22,10,14
17673,2537,2015-10-14,curd,2015,10,14,2,1528,"17,00","0,00",5,56,16,226,13,2,13
17674,4719,2015-08-22,yogurt,2015,8,22,5,9399,"10,00","1,00",6,47,13,199,14,59,11
17675,2348,2015-11-12,pastry,2015,11,12,3,1952,"12,00","1,00",3,21,15,199,22,25,6
17676,4294,2015-03-12,sauces,2015,3,12,3,6419,"3,00","1,00",9,52,18,126,5,4,9
17677,3774,2015-12-01,rolls/buns,2015,12,1,1,6555,"17,00","1,00",11,31,4,183,8,27,7
17678,2250,2015-10-15,wholemilk,2015,10,15,3,5497,"4,00","2,00",9,39,16,202,6,5,3
17679,3034,2015-07-05,othervegetables,2015,7,5,6,2738,"15,00","0,00",12,34,14,172,10,46,16
17680,1799,2015-07-08,othervegetables,2015,7,8,2,2738,"15,00","0,00",12,44,17,33,14,89,15
17681,1278,2015-07-11,rootvegetables,2015,7,11,5,7481,"10,00","0,00",15,31,8,244,17,92,1
17682,2837,2015-04-22,yogurt,2015,4,22,2,9399,"10,00","1,00",6,24,14,130,18,31,7
17683,3056,2015-08-15,othervegetables,2015,8,15,5,2738,"15,00","0,00",12,26,13,15,14,48,6
17684,2447,2015-10-15,rootvegetables,2015,10,15,3,7481,"10,00","0,00",15,32,13,86,11,12,4
17685,1452,2015-10-27,chewinggum,2015,10,27,1,6781,"18,00","0,00",15,47,17,222,2,63,9
17686,4838,2015-01-31,creamcheese,2015,1,31,5,1084,"15,00","0,00",11,53,2,212,4,3,4
17687,4822,2015-04-07,pastry,2015,4,7,1,1952,"12,00","1,00",3,39,10,117,2,53,12
17688,2571,2015-02-05,tropicalfruit,2015,2,5,3,1376,"9,00","2,00",15,62,11,241,6,66,7
17689,4310,2015-02-27,spices,2015,2,27,4,2605,"9,00","2,00",11,36,16,110,23,30,7
17690,2133,2015-11-07,brownbread,2015,11,7,5,198,"7,00","1,00",7,30,7,69,22,63,2
17691,3568,2015-10-17,bottledbeer,2015,10,17,5,4817,"5,00","0,00",6,59,2,56,20,58,10
17692,4474,2015-10-11,brownbread,2015,10,11,6,198,"7,00","1,00",7,43,15,41,4,12,2
17693,3354,2015-01-27,saltysnack,2015,1,27,1,8797,"17,00","2,00",4,42,16,160,10,60,5
17694,2389,2015-04-06,yogurt,2015,4,6,0,9399,"10,00","1,00",6,35,1,103,25,42,5
17695,1742,2015-05-07,photo/film,2015,5,7,3,2734,"10,00","2,00",7,55,5,50,22,50,6
17696,2574,2015-05-18,cannedbeer,2015,5,18,0,4344,"3,00","0,00",8,38,9,247,14,90,5
17697,4498,2015-07-04,yogurt,2015,7,4,5,9399,"10,00","1,00",6,51,13,119,18,48,2
17698,4612,2015-04-30,othervegetables,2015,4,30,3,2738,"15,00","0,00",12,51,8,63,13,39,8
17699,1075,2015-01-29,rolls/buns,2015,1,29,3,6555,"17,00","1,00",11,32,10,50,15,26,3
17700,1371,2015-01-22,whipped/sourcream,2015,1,22,3,8554,"12,00","2,00",14,44,3,132,24,74,2
17701,2960,2015-06-21,saltysnack,2015,6,21,6,8797,"17,00","2,00",4,52,3,30,25,89,10
17702,4434,2015-02-23,rolls/buns,2015,2,23,0,6555,"17,00","1,00",11,33,14,187,9,33,8
17703,1378,2015-12-10,hamburgermeat,2015,12,10,3,2853,"5,00","2,00",11,35,1,242,8,65,14
17704,1615,2015-01-25,beverages,2015,1,25,6,9692,"8,00","1,00",7,20,7,186,2,76,2
17705,2503,2015-08-02,wholemilk,2015,8,2,6,5497,"4,00","2,00",9,55,2,154,8,13,9
17706,2381,2015-01-04,wholemilk,2015,1,4,6,5497,"4,00","2,00",9,20,2,131,11,38,14
17707,1613,2015-08-25,cookware,2015,8,25,1,3321,"2,00","0,00",11,31,17,200,9,83,8
17708,1031,2015-08-26,creamcheese,2015,8,26,2,1084,"15,00","0,00",11,42,3,146,1,60,12
17709,3200,2015-01-04,specialtychocolate,2015,1,4,6,2822,"17,00","1,00",6,61,6,32,6,74,6
17710,1138,2015-02-24,buttermilk,2015,2,24,1,250,"9,00","2,00",8,29,3,102,2,87,8
17711,4958,2015-05-24,butter,2015,5,24,6,1941,"18,00","1,00",13,28,13,173,9,87,4
17712,4858,2015-02-15,frozenmeals,2015,2,15,6,833,"9,00","1,00",12,27,10,241,20,7,7
17713,1616,2015-08-12,pipfruit,2015,8,12,2,4936,"17,00","1,00",11,53,8,240,15,50,4
17714,1270,2015-03-02,cereals,2015,3,2,0,3276,"11,00","1,00",5,29,6,231,5,90,8
17715,2347,2015-01-27,red/blushwine,2015,1,27,1,9613,"14,00","0,00",6,49,10,105,18,85,15
17716,2076,2015-04-12,margarine,2015,4,12,6,5329,"12,00","2,00",6,46,3,198,7,78,11
17717,3597,2015-07-07,curd,2015,7,7,1,1528,"17,00","0,00",5,46,11,44,21,22,6
17718,2151,2015-09-29,pork,2015,9,29,1,6549,"3,00","2,00",11,27,15,154,18,64,7
17719,2940,2015-07-11,wholemilk,2015,7,11,5,5497,"4,00","2,00",9,22,9,87,2,34,11
17720,3475,2015-12-14,rootvegetables,2015,12,14,0,7481,"10,00","0,00",15,21,7,56,20,69,14
17721,2715,2015-03-15,othervegetables,2015,3,15,6,2738,"15,00","0,00",12,39,7,128,4,80,16
17722,3644,2015-02-10,pastry,2015,2,10,1,1952,"12,00","1,00",3,24,9,43,3,65,2
17723,4573,2015-01-25,curd,2015,1,25,6,1528,"17,00","0,00",5,27,17,205,20,91,12
17724,1649,2015-11-29,frozenmeals,2015,11,29,6,833,"9,00","1,00",12,20,8,55,19,22,14
17725,4079,2015-08-17,wholemilk,2015,8,17,0,5497,"4,00","2,00",9,59,2,179,2,21,9
17726,1844,2015-11-13,saltysnack,2015,11,13,4,8797,"17,00","2,00",4,37,15,193,25,50,8
17727,1420,2015-08-12,rolls/buns,2015,8,12,2,6555,"17,00","1,00",11,25,12,95,23,50,11
17728,2879,2015-07-23,whipped/sourcream,2015,7,23,3,8554,"12,00","2,00",14,51,18,138,6,62,11
17729,2440,2015-08-06,frozenmeals,2015,8,6,3,833,"9,00","1,00",12,41,16,156,10,49,16
17730,4095,2015-12-29,othervegetables,2015,12,29,1,2738,"15,00","0,00",12,47,16,243,9,49,11
17731,2437,2015-11-15,napkins,2015,11,15,6,5025,"11,00","0,00",13,22,8,34,12,92,10
17732,1324,2015-01-24,condensedmilk,2015,1,24,5,3690,"5,00","2,00",13,31,9,173,8,16,14
17733,4184,2015-12-15,beverages,2015,12,15,1,9692,"8,00","1,00",7,19,17,174,25,4,4
17734,4574,2015-03-10,pastry,2015,3,10,1,1952,"12,00","1,00",3,45,16,31,7,27,15
17735,4881,2015-03-26,coffee,2015,3,26,3,5541,"8,00","1,00",14,25,12,51,9,26,14
17736,3790,2015-04-08,dishcleaner,2015,4,8,2,2866,"12,00","1,00",4,45,12,111,2,23,8
17737,2616,2015-03-17,wholemilk,2015,3,17,1,5497,"4,00","2,00",9,51,1,34,8,39,1
17738,1275,2015-04-06,hygienearticles,2015,4,6,0,7796,"17,00","2,00",4,46,12,121,22,21,6
17739,2131,2015-04-15,yogurt,2015,4,15,2,9399,"10,00","1,00",6,28,8,59,19,56,10
17740,2509,2015-03-02,rolls/buns,2015,3,2,0,6555,"17,00","1,00",11,26,12,35,24,65,6
17741,3077,2015-08-31,saltysnack,2015,8,31,0,8797,"17,00","2,00",4,39,1,229,2,38,8
17742,3653,2015-12-09,rolls/buns,2015,12,9,2,6555,"17,00","1,00",11,23,13,126,25,23,9
17743,2922,2015-12-26,onions,2015,12,26,5,4002,"17,00","2,00",7,22,14,137,10,47,2
17744,2971,2015-01-27,hamburgermeat,2015,1,27,1,2853,"5,00","2,00",11,61,16,210,24,62,12
17745,1463,2015-09-28,specialtybar,2015,9,28,0,515,"8,00","0,00",8,59,10,180,25,17,4
17746,4323,2015-11-10,tropicalfruit,2015,11,10,1,1376,"9,00","2,00",15,61,11,119,17,20,13
17747,2632,2015-01-07,coffee,2015,1,7,2,5541,"8,00","1,00",14,56,7,179,18,33,13
17748,1481,2015-04-06,pipfruit,2015,4,6,0,4936,"17,00","1,00",11,54,15,40,4,41,6
17749,1283,2015-06-03,whipped/sourcream,2015,6,3,2,8554,"12,00","2,00",14,46,18,166,24,23,2
17750,1164,2015-01-02,slicedcheese,2015,1,2,4,1989,"9,00","0,00",15,22,13,94,9,5,4
17751,4275,2015-11-09,bottledwater,2015,11,9,0,1237,"12,00","0,00",7,38,17,177,22,76,13
17752,2600,2015-02-18,cakebar,2015,2,18,2,8356,"17,00","2,00",8,24,3,71,21,9,10
17753,2084,2015-08-15,rootvegetables,2015,8,15,5,7481,"10,00","0,00",15,47,8,137,19,37,4
17754,1621,2015-02-20,cannedfruit,2015,2,20,4,293,"15,00","0,00",3,54,9,40,14,43,15
17755,1291,2015-06-03,rolls/buns,2015,6,3,2,6555,"17,00","1,00",11,55,6,91,3,86,7
17756,3301,2015-04-25,creamcheese,2015,4,25,5,1084,"15,00","0,00",11,34,17,71,8,88,6
17757,2715,2015-08-01,malecosmetics,2015,8,1,5,6266,"5,00","1,00",7,39,7,128,4,80,16
17758,4150,2015-08-26,pastry,2015,8,26,2,1952,"12,00","1,00",3,48,1,209,1,42,4
17759,1775,2015-11-10,catfood,2015,11,10,1,2117,"15,00","0,00",12,48,13,37,9,76,8
17760,2073,2015-04-02,wholemilk,2015,4,2,3,5497,"4,00","2,00",9,55,14,244,5,1,4
17761,1912,2015-08-22,bottledwater,2015,8,22,5,1237,"12,00","0,00",7,20,8,20,17,4,9
17762,4033,2015-06-06,rootvegetables,2015,6,6,5,7481,"10,00","0,00",15,24,5,233,7,19,12
17763,4877,2015-02-28,bottledwater,2015,2,28,5,1237,"12,00","0,00",7,20,8,185,1,74,3
17764,2590,2015-09-28,hamburgermeat,2015,9,28,0,2853,"5,00","2,00",11,30,3,186,25,50,5
17765,3982,2015-01-28,liquor(appetizer),2015,1,28,2,6756,"12,00","1,00",6,50,16,155,23,70,8
17766,2782,2015-09-06,othervegetables,2015,9,6,6,2738,"15,00","0,00",12,35,17,33,1,59,3
17767,2100,2015-01-27,othervegetables,2015,1,27,1,2738,"15,00","0,00",12,51,4,76,10,56,6
17768,1785,2015-12-21,bottledwater,2015,12,21,0,1237,"12,00","0,00",7,23,5,252,13,72,7
17769,3166,2015-04-28,hygienearticles,2015,4,28,1,7796,"17,00","2,00",4,37,11,72,19,79,12
17770,2251,2015-03-29,wholemilk,2015,3,29,6,5497,"4,00","2,00",9,24,17,101,5,46,6
17771,1528,2015-02-20,curd,2015,2,20,4,1528,"17,00","0,00",5,36,13,246,14,52,2
17772,2012,2015-03-29,clingfilm/bags,2015,3,29,6,7494,"3,00","0,00",7,56,2,195,23,82,10
17773,3309,2015-10-28,packagedfruit/vegetables,2015,10,28,2,5634,"14,00","1,00",12,42,16,161,24,65,7
17774,1220,2015-08-09,waffles,2015,8,9,6,4176,"10,00","2,00",6,23,10,178,21,48,16
17775,2165,2015-06-17,pastry,2015,6,17,2,1952,"12,00","1,00",3,54,8,146,14,30,2
17776,3337,2015-01-02,liverloaf,2015,1,2,4,4731,"4,00","0,00",4,55,13,223,7,20,12
